order_id,customer_id,kategori,kota,metode_pembayaran,pendapatan
O1564,3,Rumah Tangga,Solo,Transfer Bank,104745
O1565,10,Fashion,Semarang,E-Wallet,467219
O1566,5,Rumah Tangga,Purworejo,E-Wallet,224698
O1567,7,Rumah Tangga,Yogyakarta,Kartu Kredit,136089
O1568,16,Rumah Tangga,Yogyakarta,E-Wallet,183097
O1569,5,Elektronik,Semarang,Transfer Bank,349255
O1570,18,Fashion,Yogyakarta,COD,62136
O1571,14,Rumah Tangga,Magelang,Transfer Bank,483680
O1572,9,Rumah Tangga,Purworejo,E-Wallet,182417
O1573,14,Fashion,Purworejo,Transfer Bank,147708
O1574,13,Kesehatan,Purworejo,E-Wallet,201569
O1575,17,Elektronik,Magelang,E-Wallet,58196
O1576,18,Elektronik,Solo,E-Wallet,201882
O1577,1,Makanan,Yogyakarta,E-Wallet,352590
O1578,14,Kesehatan,Semarang,COD,197288
O1579,3,Kesehatan,Purworejo,Kartu Kredit,99812
O1580,15,Kesehatan,Magelang,E-Wallet,324129
O1581,15,Makanan,Semarang,Transfer Bank,162573
O1582,18,Rumah Tangga,Yogyakarta,E-Wallet,269644
O1583,6,Makanan,Magelang,Kartu Kredit,341936
O1584,13,Rumah Tangga,Yogyakarta,Transfer Bank,454795
O1585,15,Kesehatan,Purworejo,Kartu Kredit,333968
O1586,16,Makanan,Magelang,COD,361378
O1587,8,Rumah Tangga,Solo,COD,431266
O1588,20,Elektronik,Purworejo,E-Wallet,130675
O1589,6,Rumah Tangga,Semarang,Kartu Kredit,296407
O1590,6,Makanan,Yogyakarta,Kartu Kredit,287631
O1591,3,Kesehatan,Purworejo,COD,171187
O1592,13,Makanan,Magelang,COD,92030
O1593,7,Elektronik,Purworejo,COD,125418
O1594,20,Rumah Tangga,Purworejo,Kartu Kredit,393294
O1595,6,Makanan,Magelang,Kartu Kredit,329121
O1596,19,Rumah Tangga,Purworejo,Kartu Kredit,398513
O1597,20,Fashion,Solo,COD,414754
O1598,13,Fashion,Semarang,COD,142444
O1599,1,Makanan,Magelang,E-Wallet,451267
O1600,16,Makanan,Semarang,Kartu Kredit,441818
O1601,7,Elektronik,Semarang,Transfer Bank,128382
O1602,19,Kesehatan,Magelang,COD,124233
O1603,18,Rumah Tangga,Purworejo,Kartu Kredit,78558
O1604,3,Rumah Tangga,Magelang,Kartu Kredit,431964
O1605,16,Makanan,Solo,Transfer Bank,312129
O1606,7,Kesehatan,Semarang,E-Wallet,422822
O1607,14,Elektronik,Yogyakarta,Transfer Bank,154384
O1608,18,Kesehatan,Purworejo,Kartu Kredit,228714
O1609,4,Fashion,Solo,E-Wallet,145556
O1610,12,Elektronik,Semarang,E-Wallet,179076
O1611,16,Rumah Tangga,Purworejo,Transfer Bank,239771
O1612,9,Makanan,Semarang,Transfer Bank,375951
O1613,17,Makanan,Solo,E-Wallet,289355
O1614,13,Fashion,Yogyakarta,Transfer Bank,389160
O1615,2,Fashion,Magelang,Kartu Kredit,67557
O1616,5,Fashion,Magelang,Kartu Kredit,59218
O1617,18,Makanan,Purworejo,E-Wallet,360624
O1618,14,Fashion,Solo,E-Wallet,61033
O1619,18,Makanan,Solo,Kartu Kredit,364760
O1620,7,Makanan,Yogyakarta,Transfer Bank,491527
O1621,4,Rumah Tangga,Yogyakarta,Transfer Bank,212565
O1622,4,Fashion,Magelang,Transfer Bank,331332
O1623,6,Rumah Tangga,Yogyakarta,COD,68862
O1624,1,Rumah Tangga,Magelang,Kartu Kredit,53816
O1625,18,Kesehatan,Yogyakarta,COD,217968
O1626,19,Elektronik,Magelang,Kartu Kredit,152043
O1627,20,Rumah Tangga,Solo,Kartu Kredit,186709
O1628,3,Elektronik,Magelang,E-Wallet,213805
O1629,3,Kesehatan,Yogyakarta,Transfer Bank,409181
O1630,12,Rumah Tangga,Purworejo,COD,352442
O1631,1,Elektronik,Purworejo,Kartu Kredit,474383
O1632,20,Rumah Tangga,Magelang,Kartu Kredit,225697
O1633,17,Rumah Tangga,Magelang,E-Wallet,404938
O1634,4,Kesehatan,Magelang,Transfer Bank,222116
O1635,17,Rumah Tangga,Semarang,Kartu Kredit,238595
O1636,13,Elektronik,Solo,COD,299384
O1637,10,Fashion,Magelang,Transfer Bank,418023
O1638,7,Elektronik,Purworejo,E-Wallet,66576
O1639,12,Fashion,Semarang,E-Wallet,190856
O1640,8,Elektronik,Magelang,Kartu Kredit,94497
O1641,10,Rumah Tangga,Yogyakarta,Transfer Bank,352808
O1642,6,Makanan,Yogyakarta,E-Wallet,476676
O1643,4,Rumah Tangga,Purworejo,E-Wallet,432007
O1644,13,Rumah Tangga,Magelang,E-Wallet,271771
O1645,20,Fashion,Magelang,COD,79030
O1646,11,Kesehatan,Semarang,COD,116631
O1647,4,Makanan,Magelang,E-Wallet,400347
O1648,12,Makanan,Purworejo,Transfer Bank,311306
O1649,7,Makanan,Solo,Kartu Kredit,219479
O1650,16,Kesehatan,Solo,COD,356777
O1651,15,Rumah Tangga,Magelang,E-Wallet,226946
O1652,7,Kesehatan,Semarang,Kartu Kredit,169445
O1653,9,Kesehatan,Magelang,COD,476026
O1654,1,Rumah Tangga,Purworejo,COD,222629
O1655,7,Elektronik,Magelang,Kartu Kredit,86860
O1656,20,Rumah Tangga,Yogyakarta,E-Wallet,396113
O1657,14,Elektronik,Purworejo,Transfer Bank,400735
O1658,3,Fashion,Magelang,E-Wallet,94579
O1659,11,Fashion,Semarang,Transfer Bank,308282
O1660,9,Rumah Tangga,Semarang,COD,298310
O1661,11,Fashion,Purworejo,Kartu Kredit,110451
O1662,14,Fashion,Semarang,Kartu Kredit,285062
O1663,19,Fashion,Purworejo,Transfer Bank,118171
O1664,19,Rumah Tangga,Magelang,COD,284515
O1665,6,Kesehatan,Purworejo,COD,299298
O1666,4,Elektronik,Semarang,E-Wallet,383387
O1667,20,Kesehatan,Purworejo,COD,320947
O1668,16,Kesehatan,Solo,COD,300364
O1669,15,Elektronik,Magelang,Kartu Kredit,270645
O1670,10,Fashion,Yogyakarta,COD,401633
O1671,8,Elektronik,Purworejo,Transfer Bank,312486
O1672,7,Rumah Tangga,Solo,E-Wallet,158380
O1673,6,Rumah Tangga,Purworejo,Transfer Bank,216339
O1674,15,Makanan,Semarang,Transfer Bank,317431
O1675,5,Elektronik,Magelang,E-Wallet,456537
O1676,15,Makanan,Solo,Transfer Bank,412554
O1677,6,Makanan,Purworejo,COD,172702
O1678,4,Kesehatan,Yogyakarta,Kartu Kredit,136981
O1679,13,Kesehatan,Semarang,Transfer Bank,298629
O1680,14,Makanan,Magelang,COD,372051
O1681,4,Elektronik,Magelang,COD,329376
O1682,19,Rumah Tangga,Solo,COD,103447
O1683,20,Kesehatan,Yogyakarta,Transfer Bank,498541
O1684,15,Makanan,Semarang,Transfer Bank,388449
O1685,9,Kesehatan,Yogyakarta,Transfer Bank,282785
O1686,3,Elektronik,Semarang,COD,411333
O1687,18,Elektronik,Solo,Kartu Kredit,246426
O1688,2,Elektronik,Semarang,Kartu Kredit,253184
O1689,20,Elektronik,Yogyakarta,Kartu Kredit,464311
O1690,1,Fashion,Semarang,COD,309376
O1691,4,Elektronik,Solo,E-Wallet,176032
O1692,3,Kesehatan,Solo,Kartu Kredit,341783
O1693,1,Elektronik,Magelang,E-Wallet,330617
O1694,16,Elektronik,Semarang,COD,333082
O1695,12,Rumah Tangga,Semarang,Transfer Bank,264998
O1696,12,Kesehatan,Solo,E-Wallet,193215
O1697,4,Elektronik,Yogyakarta,E-Wallet,470086
O1698,4,Rumah Tangga,Magelang,E-Wallet,212919
O1699,3,Kesehatan,Semarang,COD,111840
O1700,16,Kesehatan,Magelang,Transfer Bank,121005
O1701,20,Rumah Tangga,Purworejo,COD,169439
O1702,19,Fashion,Yogyakarta,Transfer Bank,461091
O1703,13,Rumah Tangga,Purworejo,Transfer Bank,189083
O1704,3,Rumah Tangga,Magelang,Kartu Kredit,313703
O1705,5,Elektronik,Solo,Kartu Kredit,176947
O1706,16,Fashion,Yogyakarta,Kartu Kredit,271114
O1707,12,Rumah Tangga,Solo,Transfer Bank,93582
O1708,16,Kesehatan,Magelang,Transfer Bank,54982
O1709,17,Elektronik,Yogyakarta,Kartu Kredit,389296
O1710,4,Elektronik,Semarang,E-Wallet,158740
O1711,13,Kesehatan,Semarang,Kartu Kredit,428080
O1712,1,Rumah Tangga,Magelang,Transfer Bank,451282
O1713,20,Makanan,Yogyakarta,E-Wallet,172798
O1714,3,Elektronik,Yogyakarta,Kartu Kredit,287890
O1715,3,Makanan,Solo,Kartu Kredit,328857
O1716,16,Kesehatan,Purworejo,E-Wallet,476047
O1717,20,Makanan,Yogyakarta,COD,330039
O1718,6,Elektronik,Magelang,Transfer Bank,403330
O1719,5,Rumah Tangga,Solo,Kartu Kredit,54940
O1720,9,Rumah Tangga,Magelang,COD,323269
O1721,16,Rumah Tangga,Purworejo,Transfer Bank,459808
O1722,13,Fashion,Purworejo,COD,431657
O1723,6,Kesehatan,Yogyakarta,Transfer Bank,79073
O1724,8,Kesehatan,Solo,E-Wallet,207507
O1725,15,Kesehatan,Semarang,E-Wallet,453351
O1726,1,Kesehatan,Magelang,Kartu Kredit,371419
O1727,17,Fashion,Magelang,COD,108435
O1728,7,Makanan,Semarang,COD,338460
O1729,5,Elektronik,Purworejo,E-Wallet,164483
O1730,15,Kesehatan,Solo,Transfer Bank,262354
O1731,3,Elektronik,Purworejo,COD,160935
O1732,14,Elektronik,Magelang,Kartu Kredit,90789
O1733,13,Makanan,Purworejo,Transfer Bank,259658
O1734,8,Makanan,Yogyakarta,Kartu Kredit,337374
O1735,2,Fashion,Magelang,COD,116701
O1736,7,Rumah Tangga,Magelang,Kartu Kredit,289954
O1737,14,Makanan,Semarang,E-Wallet,221252
O1738,8,Makanan,Semarang,Kartu Kredit,278637
O1739,1,Fashion,Solo,Kartu Kredit,355567
O1740,18,Kesehatan,Semarang,Kartu Kredit,362633
O1741,3,Rumah Tangga,Magelang,Transfer Bank,316509
O1742,15,Makanan,Magelang,E-Wallet,397568
O1743,2,Rumah Tangga,Magelang,Transfer Bank,110113
O1744,4,Makanan,Semarang,E-Wallet,110324
O1745,14,Elektronik,Yogyakarta,E-Wallet,55945
O1746,14,Kesehatan,Magelang,Transfer Bank,313034
O1747,14,Kesehatan,Solo,Transfer Bank,470295
O1748,5,Fashion,Solo,COD,406883
O1749,14,Rumah Tangga,Semarang,COD,296187
O1750,9,Kesehatan,Purworejo,COD,146257
O1751,15,Fashion,Semarang,Kartu Kredit,299161
O1752,7,Makanan,Magelang,E-Wallet,396068
O1753,17,Fashion,Magelang,Transfer Bank,60399
O1754,16,Rumah Tangga,Solo,COD,351327
O1755,9,Elektronik,Magelang,Kartu Kredit,482108
O1756,6,Fashion,Semarang,Transfer Bank,456960
O1757,1,Kesehatan,Magelang,Kartu Kredit,445380
O1758,12,Fashion,Solo,Kartu Kredit,423988
O1759,15,Kesehatan,Solo,Kartu Kredit,207433
O1760,16,Elektronik,Yogyakarta,Transfer Bank,87024
O1761,2,Rumah Tangga,Yogyakarta,Transfer Bank,412436
O1762,19,Elektronik,Solo,E-Wallet,465270
O1763,5,Kesehatan,Magelang,Transfer Bank,418483
O1764,16,Kesehatan,Semarang,E-Wallet,419287
O1765,15,Kesehatan,Yogyakarta,Transfer Bank,472376
O1766,4,Fashion,Magelang,Transfer Bank,397772
O1767,4,Rumah Tangga,Yogyakarta,Transfer Bank,379081
O1768,4,Rumah Tangga,Solo,Kartu Kredit,342078
O1769,3,Makanan,Semarang,E-Wallet,205525
O1770,17,Makanan,Purworejo,Transfer Bank,389264
O1771,14,Fashion,Solo,E-Wallet,119911
O1772,3,Fashion,Magelang,E-Wallet,378350
O1773,7,Rumah Tangga,Yogyakarta,Kartu Kredit,467945
O1774,10,Rumah Tangga,Magelang,Transfer Bank,422192
O1775,9,Rumah Tangga,Semarang,E-Wallet,270173
O1776,13,Elektronik,Magelang,Kartu Kredit,390840
O1777,4,Makanan,Solo,COD,344092
O1778,18,Elektronik,Semarang,Kartu Kredit,393286
O1779,17,Elektronik,Semarang,Kartu Kredit,267694
O1780,18,Fashion,Yogyakarta,E-Wallet,70753
O1781,20,Kesehatan,Magelang,Transfer Bank,317159
O1782,8,Rumah Tangga,Semarang,E-Wallet,80525
O1783,14,Elektronik,Solo,Kartu Kredit,465679
O1784,4,Elektronik,Yogyakarta,E-Wallet,72682
O1785,13,Fashion,Solo,Kartu Kredit,280703
O1786,19,Elektronik,Magelang,COD,360433
O1787,14,Rumah Tangga,Magelang,E-Wallet,401546
O1788,14,Kesehatan,Yogyakarta,Transfer Bank,63237
O1789,13,Makanan,Yogyakarta,COD,337558
O1790,11,Rumah Tangga,Magelang,COD,154231
O1791,8,Fashion,Purworejo,Transfer Bank,347025
O1792,12,Kesehatan,Solo,COD,365391
O1793,18,Makanan,Semarang,Kartu Kredit,496542
O1794,20,Fashion,Semarang,Kartu Kredit,458405
O1795,19,Kesehatan,Solo,E-Wallet,83100
O1796,10,Kesehatan,Semarang,Kartu Kredit,443308
O1797,20,Fashion,Purworejo,E-Wallet,111804
O1798,18,Fashion,Magelang,E-Wallet,64356
O1799,8,Fashion,Magelang,Kartu Kredit,84281
O1800,7,Kesehatan,Semarang,COD,212298
O1801,1,Fashion,Yogyakarta,E-Wallet,261389
O1802,7,Elektronik,Magelang,Kartu Kredit,392293
O1803,8,Makanan,Yogyakarta,E-Wallet,439861
O1804,8,Fashion,Magelang,COD,324395
O1805,6,Makanan,Yogyakarta,E-Wallet,494528
O1806,6,Elektronik,Purworejo,COD,242421
O1807,9,Kesehatan,Purworejo,Kartu Kredit,440224
O1808,20,Makanan,Semarang,E-Wallet,369043
O1809,20,Elektronik,Purworejo,E-Wallet,90770
O1810,15,Makanan,Magelang,E-Wallet,264566
O1811,14,Makanan,Yogyakarta,Kartu Kredit,105066
O1812,12,Rumah Tangga,Solo,E-Wallet,124202
O1813,15,Kesehatan,Magelang,E-Wallet,214172
O1814,19,Kesehatan,Yogyakarta,E-Wallet,236220
O1815,5,Makanan,Purworejo,COD,277827
O1816,4,Kesehatan,Magelang,Kartu Kredit,173901
O1817,5,Rumah Tangga,Semarang,Kartu Kredit,333619
O1818,17,Elektronik,Semarang,COD,438572
O1819,15,Fashion,Magelang,Kartu Kredit,252094
O1820,2,Makanan,Magelang,Transfer Bank,407571
O1821,19,Makanan,Yogyakarta,Transfer Bank,472531
O1822,15,Fashion,Solo,E-Wallet,319141
O1823,4,Fashion,Purworejo,Transfer Bank,104285
O1824,14,Makanan,Yogyakarta,E-Wallet,496169
O1825,19,Fashion,Solo,E-Wallet,420885
O1826,9,Fashion,Yogyakarta,E-Wallet,111918
O1827,8,Fashion,Semarang,E-Wallet,50346
O1828,6,Makanan,Semarang,E-Wallet,348357
O1829,17,Fashion,Magelang,Transfer Bank,304041
O1830,9,Kesehatan,Magelang,Kartu Kredit,257451
O1831,7,Kesehatan,Purworejo,Transfer Bank,217120
O1832,7,Rumah Tangga,Semarang,COD,182210
O1833,14,Fashion,Yogyakarta,COD,486393
O1834,4,Makanan,Semarang,COD,61361
O1835,7,Makanan,Purworejo,COD,223236
O1836,17,Rumah Tangga,Semarang,Kartu Kredit,168172
O1837,6,Fashion,Solo,Transfer Bank,237559
O1838,11,Elektronik,Magelang,Kartu Kredit,322831
O1839,9,Kesehatan,Yogyakarta,Kartu Kredit,253982
O1840,8,Fashion,Yogyakarta,Kartu Kredit,254288
O1841,11,Kesehatan,Magelang,Transfer Bank,364638
O1842,5,Rumah Tangga,Magelang,E-Wallet,306267
O1843,6,Fashion,Purworejo,COD,339900
O1844,12,Elektronik,Semarang,Transfer Bank,114709
O1845,14,Kesehatan,Solo,Kartu Kredit,245937
O1846,17,Elektronik,Solo,COD,412076
O1847,10,Fashion,Magelang,Kartu Kredit,233786
O1848,16,Elektronik,Magelang,Kartu Kredit,405011
O1849,13,Elektronik,Magelang,COD,277183
O1850,15,Makanan,Semarang,Kartu Kredit,106116
O1851,2,Makanan,Yogyakarta,Kartu Kredit,417309
O1852,16,Rumah Tangga,Solo,COD,305420
O1853,14,Elektronik,Semarang,Transfer Bank,76694
O1854,3,Elektronik,Semarang,E-Wallet,342632
O1855,16,Kesehatan,Semarang,Kartu Kredit,423204
O1856,15,Elektronik,Yogyakarta,COD,469230
O1857,6,Makanan,Magelang,COD,128890
O1858,14,Rumah Tangga,Magelang,Transfer Bank,483105
O1859,19,Elektronik,Magelang,Transfer Bank,99660
O1860,7,Fashion,Solo,E-Wallet,378084
O1861,6,Rumah Tangga,Solo,Transfer Bank,486213
O1862,1,Elektronik,Yogyakarta,Kartu Kredit,319705
O1863,19,Fashion,Magelang,COD,133892
O1864,8,Rumah Tangga,Solo,COD,268012
O1865,6,Fashion,Yogyakarta,COD,444628
O1866,15,Fashion,Solo,E-Wallet,299555
O1867,18,Makanan,Magelang,E-Wallet,477517
O1868,4,Rumah Tangga,Solo,COD,200303
O1869,7,Makanan,Solo,E-Wallet,400570
O1870,7,Kesehatan,Solo,E-Wallet,197032
O1871,20,Kesehatan,Semarang,Transfer Bank,385307
O1872,6,Fashion,Solo,COD,171209
O1873,9,Kesehatan,Purworejo,Transfer Bank,438436
O1874,10,Fashion,Magelang,E-Wallet,292475
O1875,16,Rumah Tangga,Semarang,Kartu Kredit,95383
O1876,6,Rumah Tangga,Yogyakarta,COD,287071
O1877,15,Kesehatan,Semarang,COD,177796
O1878,15,Elektronik,Semarang,E-Wallet,302242
O1879,7,Fashion,Semarang,COD,490921
O1880,5,Rumah Tangga,Solo,COD,361115
O1881,18,Makanan,Semarang,Kartu Kredit,322734
O1882,4,Rumah Tangga,Semarang,E-Wallet,144802
O1883,18,Kesehatan,Semarang,COD,318313
O1884,11,Makanan,Purworejo,COD,407420
O1885,6,Rumah Tangga,Magelang,Transfer Bank,209236
O1886,6,Fashion,Magelang,E-Wallet,368992
O1887,14,Kesehatan,Magelang,E-Wallet,159834
O1888,6,Elektronik,Yogyakarta,Kartu Kredit,468792
O1889,5,Elektronik,Semarang,COD,226360
O1890,15,Makanan,Semarang,Kartu Kredit,227343
O1891,17,Elektronik,Yogyakarta,E-Wallet,464904
O1892,7,Makanan,Magelang,E-Wallet,301416
O1893,6,Kesehatan,Purworejo,E-Wallet,197995
O1894,8,Kesehatan,Solo,Transfer Bank,147197
O1895,17,Fashion,Semarang,E-Wallet,404058
O1896,18,Elektronik,Magelang,E-Wallet,446366
O1897,9,Rumah Tangga,Semarang,Kartu Kredit,221745
O1898,18,Rumah Tangga,Yogyakarta,E-Wallet,276400
O1899,20,Makanan,Purworejo,E-Wallet,188972
O1900,9,Fashion,Semarang,E-Wallet,144885
O1901,17,Elektronik,Yogyakarta,Kartu Kredit,176608
O1902,10,Fashion,Solo,Kartu Kredit,465707
O1903,19,Rumah Tangga,Semarang,Transfer Bank,352803
O1904,2,Elektronik,Solo,Kartu Kredit,185920
O1905,8,Makanan,Purworejo,Transfer Bank,466921
O1906,4,Elektronik,Yogyakarta,Transfer Bank,109240
O1907,17,Rumah Tangga,Semarang,Kartu Kredit,458181
O1908,5,Fashion,Yogyakarta,Kartu Kredit,159557
O1909,4,Kesehatan,Purworejo,Transfer Bank,297898
O1910,20,Elektronik,Magelang,Kartu Kredit,239765
O1911,16,Elektronik,Magelang,Kartu Kredit,112232
O1912,12,Fashion,Semarang,E-Wallet,495621
O1913,2,Kesehatan,Solo,Transfer Bank,107994
O1914,2,Fashion,Yogyakarta,Transfer Bank,206214
O1915,17,Elektronik,Yogyakarta,E-Wallet,472832
O1916,12,Rumah Tangga,Yogyakarta,Kartu Kredit,191882
O1917,16,Kesehatan,Magelang,Transfer Bank,436566
O1918,7,Kesehatan,Solo,Transfer Bank,352475
O1919,14,Rumah Tangga,Purworejo,Kartu Kredit,345558
O1920,15,Elektronik,Yogyakarta,E-Wallet,296715
O1921,16,Fashion,Purworejo,Transfer Bank,139828
O1922,20,Fashion,Purworejo,COD,229396
O1923,14,Kesehatan,Semarang,E-Wallet,426714
O1924,1,Fashion,Semarang,Transfer Bank,139506
O1925,1,Makanan,Yogyakarta,COD,54973
O1926,4,Rumah Tangga,Yogyakarta,COD,63374
O1927,14,Rumah Tangga,Semarang,COD,112043
O1928,15,Fashion,Yogyakarta,Kartu Kredit,388913
O1929,1,Kesehatan,Semarang,COD,347568
O1930,18,Fashion,Semarang,Kartu Kredit,175550
O1931,9,Rumah Tangga,Yogyakarta,E-Wallet,427229
O1932,15,Makanan,Magelang,Kartu Kredit,436776
O1933,15,Elektronik,Magelang,E-Wallet,192850
O1934,19,Elektronik,Solo,E-Wallet,131801
O1935,15,Rumah Tangga,Purworejo,COD,358130
O1936,10,Kesehatan,Yogyakarta,COD,140451
O1937,9,Fashion,Yogyakarta,COD,215273
O1938,3,Kesehatan,Magelang,Transfer Bank,463929
O1939,15,Kesehatan,Purworejo,Kartu Kredit,351293
O1940,1,Fashion,Purworejo,COD,171680
O1941,19,Fashion,Yogyakarta,COD,379996
O1942,20,Rumah Tangga,Solo,E-Wallet,385638
O1943,14,Makanan,Purworejo,E-Wallet,425253
O1944,6,Fashion,Semarang,Kartu Kredit,273755
O1945,12,Kesehatan,Purworejo,COD,245264
O1946,10,Makanan,Purworejo,Kartu Kredit,138768
O1947,5,Elektronik,Solo,COD,463160
O1948,11,Makanan,Magelang,Transfer Bank,185911
O1949,17,Elektronik,Semarang,E-Wallet,154099
O1950,12,Rumah Tangga,Magelang,Kartu Kredit,121389
O1951,10,Kesehatan,Magelang,COD,441147
O1952,16,Kesehatan,Yogyakarta,E-Wallet,236870
O1953,9,Elektronik,Magelang,Kartu Kredit,194978
O1954,15,Elektronik,Yogyakarta,E-Wallet,306207
O1955,7,Makanan,Magelang,COD,271198
O1956,19,Makanan,Semarang,Kartu Kredit,211733
O1957,7,Fashion,Yogyakarta,E-Wallet,103903
O1958,13,Kesehatan,Semarang,COD,373201
O1959,2,Kesehatan,Solo,Kartu Kredit,192226
O1960,11,Fashion,Purworejo,Kartu Kredit,280985
O1961,1,Kesehatan,Magelang,Kartu Kredit,467828
O1962,16,Rumah Tangga,Purworejo,COD,151173
O1963,2,Rumah Tangga,Yogyakarta,Kartu Kredit,304533
O1964,4,Kesehatan,Purworejo,E-Wallet,299700
O1965,14,Makanan,Magelang,Kartu Kredit,305329
O1966,19,Kesehatan,Solo,Transfer Bank,121366
O1967,19,Kesehatan,Purworejo,E-Wallet,180247
O1968,19,Makanan,Magelang,Transfer Bank,363488
O1969,14,Elektronik,Solo,COD,235039
O1970,9,Fashion,Semarang,Transfer Bank,144881
O1971,7,Kesehatan,Solo,Transfer Bank,55643
O1972,12,Fashion,Solo,Kartu Kredit,265268
O1973,6,Elektronik,Magelang,Transfer Bank,80182
O1974,16,Rumah Tangga,Solo,Kartu Kredit,140728
O1975,12,Rumah Tangga,Semarang,E-Wallet,442604
O1976,10,Fashion,Yogyakarta,COD,76511
O1977,13,Elektronik,Magelang,Transfer Bank,107956
O1978,7,Elektronik,Semarang,Kartu Kredit,220532
O1979,13,Fashion,Purworejo,E-Wallet,166899
O1980,13,Elektronik,Purworejo,Kartu Kredit,435462
O1981,19,Makanan,Purworejo,COD,270185
O1982,20,Elektronik,Semarang,COD,176856
O1983,4,Fashion,Semarang,Kartu Kredit,387917
O1984,19,Elektronik,Semarang,COD,496322
O1985,20,Kesehatan,Yogyakarta,Transfer Bank,77389
O1986,9,Kesehatan,Purworejo,Kartu Kredit,255105
O1987,19,Elektronik,Yogyakarta,COD,475269
O1988,7,Rumah Tangga,Solo,COD,152157
O1989,14,Kesehatan,Semarang,Kartu Kredit,376582
O1990,10,Elektronik,Purworejo,E-Wallet,51737
O1991,18,Elektronik,Solo,Kartu Kredit,134738
O1992,19,Rumah Tangga,Magelang,COD,402067
O1993,12,Rumah Tangga,Semarang,Kartu Kredit,287594
O1994,1,Elektronik,Solo,E-Wallet,280215
O1995,2,Rumah Tangga,Solo,E-Wallet,77655
O1996,16,Fashion,Semarang,COD,160890
O1997,10,Makanan,Yogyakarta,COD,444586
O1998,9,Elektronik,Magelang,Transfer Bank,300653
O1999,1,Kesehatan,Semarang,E-Wallet,423307
O2000,13,Kesehatan,Solo,E-Wallet,195735
O2001,6,Fashion,Magelang,COD,277164
O2002,11,Kesehatan,Semarang,COD,364582
O2003,6,Makanan,Semarang,COD,450484
O2004,3,Fashion,Semarang,Transfer Bank,322093
O2005,11,Makanan,Semarang,COD,102408
O2006,9,Fashion,Solo,Transfer Bank,210272
O2007,4,Rumah Tangga,Purworejo,COD,304988
O2008,2,Rumah Tangga,Magelang,COD,283035
O2009,18,Rumah Tangga,Solo,Kartu Kredit,51464
O2010,16,Makanan,Yogyakarta,E-Wallet,113954
O2011,15,Kesehatan,Purworejo,E-Wallet,133170
O2012,14,Elektronik,Semarang,COD,134151
O2013,10,Fashion,Solo,Transfer Bank,473327
O2014,10,Rumah Tangga,Yogyakarta,Transfer Bank,376357
O2015,8,Rumah Tangga,Solo,Transfer Bank,317347
O2016,14,Kesehatan,Magelang,COD,137465
O2017,6,Fashion,Purworejo,COD,197673
O2018,6,Kesehatan,Yogyakarta,COD,387294
O2019,10,Fashion,Solo,Kartu Kredit,178506
O2020,8,Rumah Tangga,Magelang,COD,96865
O2021,1,Makanan,Yogyakarta,E-Wallet,157447
O2022,4,Elektronik,Solo,E-Wallet,383618
O2023,9,Makanan,Solo,Kartu Kredit,231433
O2024,7,Elektronik,Solo,COD,64050
O2025,20,Fashion,Solo,COD,109729
O2026,16,Rumah Tangga,Yogyakarta,COD,447900
O2027,15,Kesehatan,Magelang,E-Wallet,199432
O2028,8,Kesehatan,Purworejo,E-Wallet,181860
O2029,8,Rumah Tangga,Semarang,E-Wallet,316072
O2030,14,Elektronik,Yogyakarta,COD,479168
O2031,5,Kesehatan,Semarang,E-Wallet,370337
O2032,9,Rumah Tangga,Solo,Transfer Bank,366799
O2033,13,Fashion,Solo,Kartu Kredit,322774
O2034,7,Elektronik,Purworejo,Kartu Kredit,325271
O2035,3,Elektronik,Solo,COD,409088
O2036,20,Makanan,Semarang,E-Wallet,324013
O2037,19,Kesehatan,Solo,Kartu Kredit,388306
O2038,15,Elektronik,Purworejo,Kartu Kredit,397536
O2039,1,Rumah Tangga,Semarang,E-Wallet,343794
O2040,12,Elektronik,Purworejo,Transfer Bank,307118
O2041,20,Elektronik,Purworejo,E-Wallet,447944
O2042,11,Kesehatan,Yogyakarta,COD,241900
O2043,4,Makanan,Yogyakarta,Transfer Bank,247784
O2044,12,Fashion,Purworejo,E-Wallet,137947
O2045,8,Elektronik,Solo,COD,311582
O2046,15,Elektronik,Yogyakarta,Transfer Bank,51380
O2047,17,Fashion,Solo,Kartu Kredit,280231
O2048,19,Kesehatan,Semarang,Kartu Kredit,319050
O2049,9,Rumah Tangga,Magelang,Transfer Bank,391920
O2050,9,Rumah Tangga,Semarang,Transfer Bank,51460
O2051,2,Elektronik,Purworejo,COD,88603
O2052,8,Rumah Tangga,Magelang,COD,249725
O2053,3,Fashion,Semarang,Transfer Bank,248204
O2054,14,Fashion,Semarang,Transfer Bank,112957
O2055,8,Kesehatan,Semarang,Transfer Bank,299945
O2056,20,Elektronik,Yogyakarta,E-Wallet,313369
O2057,8,Kesehatan,Semarang,Transfer Bank,208218
O2058,4,Fashion,Purworejo,COD,477675
O2059,6,Elektronik,Purworejo,COD,305305
O2060,3,Rumah Tangga,Purworejo,E-Wallet,247779
O2061,11,Elektronik,Magelang,Transfer Bank,254453
O2062,7,Fashion,Magelang,Kartu Kredit,414876
O2063,11,Fashion,Semarang,COD,146521
O2064,7,Fashion,Semarang,E-Wallet,314247
O2065,4,Rumah Tangga,Semarang,Transfer Bank,247269
O2066,4,Makanan,Yogyakarta,Kartu Kredit,272387
